date,region,search_interest,delivery_orders,ride_requests,freelance_jobs,active_users,urban_activity
2023-09-05,Jeddah,49.3,4423,5891,282,20258,57.3
2023-09-05,Madinah,33.1,3199,3631,188,14326,37.4
2023-09-05,Makkah,43.3,4349,4742,245,17586,45.3
2023-09-05,Riyadh,58.2,4876,6221,326,20471,61.9
2023-09-06,Dammam,34.7,3726,4970,244,15678,43.7
2023-09-06,Jeddah,47.6,4415,6049,250,21803,53.4
2023-09-06,Madinah,33.9,3029,4306,220,14253,35.8
2023-09-06,Makkah,41.6,3415,5545,226,19170,44.9
2023-09-06,Riyadh,54.4,5136,6869,300,21813,63.8
2023-09-07,Dammam,45.8,3612,5779,195,19329,48.1
2023-09-07,Jeddah,54.1,5009,5956,274,23350,63.2
2023-09-07,Madinah,37.5,3418,4366,198,16185,46.1
2023-09-07,Makkah,50.3,4528,5596,235,18080,52.7
2023-09-07,Riyadh,60.7,6078,6539,288,26800,71.9
2023-09-08,Dammam,42.3,4564,4606,209,17714,52.0
2023-09-08,Jeddah,54.8,5090,6680,292,24450,
2023-09-08,Madinah,37.4,3458,4389,200,16866,41.5
2023-09-08,Makkah,48.2,4456,5353,243,18886,51.1
2023-09-08,Riyadh,61.1,5311,,,23795,76.0
2023-09-09,Dammam,38.0,3478,4515,231,15443,43.6
2023-09-09,Jeddah,48.9,4080,5241,257,20385,51.8
2023-09-09,Madinah,33.2,2757,3977,196,,40.9
2023-09-09,Makkah,41.5,3391,4710,,20611,44.6
2023-09-09,Riyadh,52.0,5059,6428,346,22256,60.8
2023-09-10,Dammam,34.7,3486,4553,200,15617,38.9
2023-09-10,Jeddah,42.2,4298,5797,293,20147,57.5
2023-09-10,Madinah,30.7,,3724,208,15385,40.7
2023-09-10,Makkah,40.6,3507,4957,261,16703,42.9
2023-09-10,Riyadh,54.0,4630,5943,332,21711,56.2
2023-09-11,Dammam,38.4,3384,4672,218,14887,39.1
2023-09-11,Jeddah,42.8,4582,5297,275,21888,53.1
2023-09-11,Madinah,33.4,3128,3701,191,14259,36.2
2023-09-11,Makkah,36.2,3407,4952,236,15926,46.6
2023-09-11,Riyadh,59.1,4947,6523,302,20730,62.0
2023-09-12,Dammam,,3521,4684,245,15271,42.3
2023-09-12,Jeddah,53.3,4598,5524,290,19542,51.2
2023-09-12,Madinah,33.9,3131,3591,204,12816,37.2
2023-09-12,Makkah,42.1,3854,4645,238,18810,43.0
2023-09-12,Riyadh,56.4,5133,6905,322,21619,59.4
2023-09-13,Dammam,38.9,3270,4041,211,15250,46.4
2023-09-13,Jeddah,47.3,4382,5076,296,17181,51.0
2023-09-13,Madinah,33.6,3158,4230,184,12142,37.9
2023-09-13,Makkah,36.2,3765,4686,225,15435,41.2
2023-09-13,Riyadh,57.0,4750,5747,315,22415,
2023-09-14,Dammam,44.4,4313,5610,220,18945,48.7
2023-09-14,Jeddah,54.3,5498,6327,313,22543,55.7
2023-09-14,Madinah,37.9,3595,4460,177,15193,46.1
2023-09-14,Makkah,50.6,4597,5418,250,19799,
2023-09-14,Riyadh,64.4,6176,6602,343,26639,78.1
2023-09-15,Dammam,46.7,4374,5308,213,18974,48.8
2023-09-15,Jeddah,54.8,4715,6993,285,23381,70.2
2023-09-15,Madinah,39.9,3734,4624,198,,41.5
2023-09-15,Makkah,45.8,4625,5472,239,19938,47.5
2023-09-15,Riyadh,64.7,5482,7654,315,27604,67.7
2023-09-16,Dammam,38.9,3322,4410,225,13132,44.7
2023-09-16,Jeddah,44.6,4424,5564,277,19920,46.5
2023-09-16,Madinah,33.3,2922,4019,205,14412,37.7
2023-09-16,Makkah,,3773,4619,227,18061,40.9
2023-09-16,Riyadh,50.8,4343,6492,289,21717,51.5
2023-09-17,Dammam,36.1,3421,4546,202,15354,41.8
2023-09-17,Jeddah,46.9,4511,5679,291,19129,54.5
2023-09-17,Madinah,36.5,2992,4171,220,11916,32.8
2023-09-17,Makkah,39.9,3826,4051,211,17702,46.0
2023-09-17,Riyadh,50.8,4788,6402,336,22903,58.1
2023-09-18,Dammam,34.9,3293,4264,211,13186,37.2
2023-09-18,Jeddah,48.1,4119,5739,260,18745,55.2
2023-09-18,Madinah,32.1,2964,3746,201,14108,37.5
2023-09-18,Makkah,,3938,4892,227,16547,39.5
2023-09-18,Riyadh,51.0,4437,6835,308,21298,63.0
2023-09-19,Dammam,36.6,3432,4512,209,15590,44.0
2023-09-19,Jeddah,45.5,4622,5530,255,21205,50.9
2023-09-19,Madinah,31.3,3109,3853,194,13974,35.7
2023-09-19,Makkah,42.2,3453,4695,255,16383,40.3
2023-09-19,Riyadh,59.4,4997,5514,286,22111,55.4
2023-09-20,Dammam,36.4,3233,4458,227,15282,43.5
2023-09-20,Jeddah,49.2,3736,5504,281,19334,48.8
2023-09-20,Madinah,33.5,3165,3492,192,13832,32.2
2023-09-20,Makkah,38.0,3494,4704,228,17603,43.3
2023-09-20,Riyadh,,5217,6402,321,23644,61.0
2023-09-21,Dammam,40.7,4215,5297,221,17639,48.5
2023-09-21,Jeddah,52.7,4911,6426,261,21484,61.4
2023-09-21,Madinah,43.9,3323,4337,202,15358,40.0
2023-09-21,Makkah,46.4,4307,4982,233,16894,52.0
2023-09-21,Riyadh,61.9,5626,6716,336,26286,59.5
2023-09-22,Dammam,41.6,3636,,193,18156,
2023-09-22,Jeddah,51.9,5089,6988,260,,60.2
2023-09-22,Madinah,38.0,3755,4462,184,14235,38.8
2023-09-22,Makkah,51.1,4362,5167,217,18985,47.3
2023-09-22,Riyadh,60.7,5734,7721,302,25101,67.6
2023-09-23,Dammam,36.4,3535,4720,213,14832,
2023-09-23,Jeddah,40.8,3948,5252,271,17449,53.8
2023-09-23,Madinah,31.7,3062,3845,165,13094,37.1
2023-09-23,Makkah,35.0,3838,4639,226,15396,40.1
2023-09-23,Riyadh,52.3,4768,6278,283,23183,
2023-09-24,Dammam,38.6,3805,3883,,15520,41.4
2023-09-24,Jeddah,43.2,3882,5605,286,19131,49.1
2023-09-24,Madinah,29.5,2721,3938,200,13160,37.2
2023-09-24,Makkah,40.6,3930,4612,262,15325,45.5
2023-09-24,Riyadh,57.7,4754,6338,309,21457,54.0
2023-09-25,Dammam,39.3,3364,4768,214,16316,39.4
2023-09-25,Jeddah,45.7,4184,4602,248,20472,53.0
2023-09-25,Madinah,34.8,2873,3778,194,13157,37.4
2023-09-25,Makkah,37.6,3787,4237,253,18283,43.4
2023-09-25,Riyadh,49.6,5108,5636,313,22327,58.6
2023-09-26,Dammam,33.9,3147,4058,218,16362,47.0
2023-09-26,Jeddah,41.2,3903,,296,19723,48.2
2023-09-26,Madinah,31.2,3135,3646,184,13330,35.2
2023-09-26,Makkah,43.0,3481,4892,232,18150,44.7
2023-09-26,Riyadh,54.6,,5985,280,22460,56.5
2023-09-27,Dammam,37.8,3154,4635,232,14875,43.8
2023-09-27,Jeddah,45.3,3990,5485,279,,
2023-09-27,Madinah,32.1,3081,3828,174,14297,37.0
2023-09-27,Makkah,34.3,3447,4771,244,17489,45.8
2023-09-27,Riyadh,45.2,5062,7151,285,23648,51.8
2023-09-28,Dammam,42.5,3833,4861,190,19713,45.5
2023-09-28,Jeddah,53.4,5284,6546,265,23779,
2023-09-28,Madinah,35.9,3276,4805,174,16053,43.4
2023-09-28,Makkah,42.5,4001,5073,246,19224,48.0
2023-09-28,Riyadh,60.4,5426,8109,290,25876,65.1
2023-09-29,Dammam,37.7,3826,5338,213,16926,50.7
2023-09-29,Jeddah,49.3,5367,,264,23119,59.7
2023-09-29,Madinah,36.5,3507,4975,182,14891,42.0
2023-09-29,Makkah,46.6,3915,5250,224,18151,53.2
2023-09-29,Riyadh,,5687,7187,263,25694,65.8
2023-09-30,Dammam,37.2,3118,4221,202,16048,39.9
2023-09-30,Jeddah,42.3,4889,6180,308,,47.2
2023-09-30,Madinah,32.7,2860,3575,190,14672,35.3
2023-09-30,Makkah,39.3,3430,4544,204,16220,42.2
2023-09-30,Riyadh,50.0,4652,5796,278,21245,52.9
2023-10-01,Dammam,37.3,3161,4577,229,13761,38.0
2023-10-01,Jeddah,45.3,3921,5127,267,18865,48.5
2023-10-01,Madinah,31.6,3033,3870,208,,35.2
2023-10-01,Makkah,40.6,3282,4432,231,17270,46.0
2023-10-01,Riyadh,56.8,4027,5803,301,19984,47.9
2023-10-02,Dammam,41.6,3492,4075,199,16435,39.4
2023-10-02,Jeddah,40.4,4375,5507,265,19794,50.0
2023-10-02,Madinah,30.7,2793,3644,170,12684,32.3
2023-10-02,Makkah,37.9,3580,4601,245,15342,37.0
2023-10-02,Riyadh,50.7,4363,5634,256,23598,63.9
2023-10-03,Dammam,34.3,3236,4257,,15593,
2023-10-03,Jeddah,47.7,4300,5181,251,20526,50.8
2023-10-03,Madinah,32.1,2820,3800,187,12485,34.5
2023-10-03,Makkah,36.9,3363,4462,226,18201,45.0
2023-10-03,Riyadh,54.1,4415,6017,331,21207,58.4
2023-10-04,Dammam,36.9,3528,4304,206,15554,41.1
2023-10-04,Jeddah,48.2,4442,6030,,19670,53.8
2023-10-04,Madinah,30.1,3089,3292,201,14079,35.3
2023-10-04,Makkah,39.9,3768,4611,225,17355,42.4
2023-10-04,Riyadh,52.4,4412,5609,301,21095,51.1
2023-10-05,Dammam,45.9,4140,5038,221,17201,52.1
2023-10-05,Jeddah,51.7,4552,6666,266,21509,58.5
2023-10-05,Madinah,38.8,3515,4023,205,15466,42.2
2023-10-05,Makkah,48.7,4076,,240,20201,53.4
2023-10-05,Riyadh,64.3,5421,7304,277,23576,68.9
2023-10-06,Dammam,40.0,3733,5550,245,17570,
2023-10-06,Jeddah,57.8,4867,6432,281,21001,53.5
2023-10-06,Madinah,35.9,3287,4334,196,16220,40.2
2023-10-06,Makkah,44.2,4098,5483,232,18661,49.9
2023-10-06,Riyadh,60.0,5896,6981,282,27658,69.8
2023-10-07,Dammam,34.3,2909,3912,206,15495,38.8
2023-10-07,Jeddah,46.7,4486,5127,294,17536,50.1
2023-10-07,Madinah,28.5,2719,3641,188,14293,35.3
2023-10-07,Makkah,40.3,3450,4293,245,17299,41.9
2023-10-07,Riyadh,53.8,4709,6409,299,23832,61.5
2023-10-08,Dammam,39.3,3249,4032,211,13099,42.1
2023-10-08,Jeddah,48.8,4061,5327,288,18703,48.0
2023-10-08,Madinah,31.2,2974,4071,196,13765,34.7
2023-10-08,Makkah,41.1,3251,4355,252,,41.6
2023-10-08,Riyadh,51.6,4806,5623,323,23432,58.4
2023-10-09,Dammam,38.0,3077,3938,221,16271,37.5
2023-10-09,Jeddah,41.8,4251,5273,247,14901,48.8
2023-10-09,Madinah,33.1,2579,3442,184,11682,31.6
2023-10-09,Makkah,37.2,3188,4531,216,15916,36.2
2023-10-09,Riyadh,55.4,4841,5644,295,23758,50.4
2023-10-10,Dammam,36.8,3192,3803,205,15544,40.9
2023-10-10,Jeddah,38.0,4057,5033,272,18450,50.7
2023-10-10,Madinah,33.8,2794,3768,184,12197,35.7
2023-10-10,Makkah,37.5,3643,4498,208,16222,44.4
2023-10-10,Riyadh,47.7,4155,5777,299,23595,59.4
2023-10-11,Dammam,,3254,4424,221,15695,
2023-10-11,Jeddah,45.8,4003,5211,270,18335,49.7
2023-10-11,Madinah,32.9,3009,3805,181,12737,36.7
2023-10-11,Makkah,38.2,3705,4430,239,16757,46.5
2023-10-11,Riyadh,47.7,4682,5782,290,21295,56.6
2023-10-12,Dammam,41.4,4086,4459,203,17420,44.1
2023-10-12,Jeddah,52.1,4211,6379,273,20211,59.1
2023-10-12,Madinah,37.7,3468,4552,187,14014,
2023-10-12,Makkah,45.1,3612,4598,225,19508,47.3
2023-10-12,Riyadh,54.9,6010,7185,311,26649,67.4
2023-10-13,Dammam,41.6,4233,,179,17635,51.6
2023-10-13,Jeddah,51.4,5152,6255,252,23043,61.8
2023-10-13,Madinah,39.8,3388,4267,180,15767,41.6
2023-10-13,Makkah,45.9,4481,5497,205,18144,49.7
2023-10-13,Riyadh,59.9,5980,6449,341,25020,62.1
2023-10-14,Dammam,32.2,3232,4131,219,14737,41.4
2023-10-14,Jeddah,42.4,4201,5123,255,18065,52.3
2023-10-14,Madinah,31.7,3068,3804,183,13960,39.4
2023-10-14,Makkah,36.0,3572,4572,226,17458,43.4
2023-10-14,Riyadh,57.2,4604,5551,310,21627,56.7
2023-10-15,Dammam,34.3,3137,3799,227,15878,42.0
2023-10-15,Jeddah,42.1,4431,4916,284,17636,48.8
2023-10-15,Madinah,31.8,2843,3517,182,12806,28.5
2023-10-15,Makkah,39.9,3667,,214,16483,45.7
2023-10-15,Riyadh,48.5,4815,6037,301,18845,53.9
2023-10-16,Dammam,34.2,2822,4424,214,15812,38.0
2023-10-16,Jeddah,47.9,3739,5977,239,19638,47.3
2023-10-16,Madinah,31.9,2615,3694,174,12519,30.8
2023-10-16,Makkah,40.6,3510,4438,217,17099,42.9
2023-10-16,Riyadh,51.6,5053,6205,302,20297,55.1
2023-10-17,Dammam,35.6,3029,4100,194,14626,40.7
2023-10-17,Jeddah,43.8,4222,,272,17892,43.4
2023-10-17,Madinah,33.4,3152,3860,181,13423,31.8
2023-10-17,Makkah,,3212,4517,227,15912,42.6
2023-10-17,Riyadh,51.9,4593,5973,280,21426,52.5
2023-10-18,Dammam,33.6,3121,4606,216,15093,37.6
2023-10-18,Jeddah,43.3,4137,5138,243,18422,46.1
2023-10-18,Madinah,31.2,2782,3691,174,12216,31.1
2023-10-18,Makkah,38.9,3434,4800,220,17509,41.3
2023-10-18,Riyadh,50.1,5133,5945,297,20167,59.5
2023-10-19,Dammam,42.2,3750,4998,215,17896,44.7
2023-10-19,Jeddah,53.7,4339,6335,,21758,54.6
2023-10-19,Madinah,34.2,3544,4448,186,15522,46.1
2023-10-19,Makkah,39.9,4104,5231,221,19068,50.9
2023-10-19,Riyadh,56.0,5132,7149,286,24705,70.9
2023-10-20,Dammam,41.2,3899,5171,221,20148,46.6
2023-10-20,Jeddah,51.3,4822,6467,238,21674,57.0
2023-10-20,Madinah,33.7,3400,4205,186,15177,41.9
2023-10-20,Makkah,45.4,4044,5239,210,,47.3
2023-10-20,Riyadh,60.5,5406,6350,292,25629,60.7
2023-10-21,Dammam,33.8,3267,4058,200,15388,37.3
2023-10-21,Jeddah,42.9,4325,5317,253,18759,48.6
2023-10-21,Madinah,32.6,2807,3600,,14630,32.3
2023-10-21,Makkah,40.5,3193,4579,228,16148,42.4
2023-10-21,Riyadh,54.1,4744,5813,290,21346,54.2
2023-10-22,Dammam,37.5,3072,4568,198,14652,38.0
2023-10-22,Jeddah,,4333,5037,288,18225,
2023-10-22,Madinah,30.3,2552,3596,184,11301,32.0
2023-10-22,Makkah,42.5,3451,4681,238,15387,43.9
2023-10-22,Riyadh,53.0,4364,6124,316,19509,52.6
2023-10-23,Dammam,33.9,3092,3893,214,13654,38.2
2023-10-23,Jeddah,40.2,4208,4738,275,17503,53.3
2023-10-23,Madinah,30.8,2578,,184,13182,34.4
2023-10-23,Makkah,38.2,3257,4200,215,14486,39.8
2023-10-23,Riyadh,49.5,,6151,295,20197,57.4
2023-10-24,Dammam,36.1,3133,4182,203,16164,43.3
2023-10-24,Jeddah,46.9,3700,5160,268,20273,42.5
2023-10-24,Madinah,30.4,2784,3902,164,13753,34.7
2023-10-24,Makkah,36.6,3244,5119,227,14735,44.3
2023-10-24,Riyadh,42.7,4334,6028,292,19571,60.6
2023-10-25,Dammam,35.3,2913,4105,213,14850,38.3
2023-10-25,Jeddah,43.5,3626,5119,247,17607,50.1
2023-10-25,Madinah,27.5,2730,3892,176,12799,32.2
2023-10-25,Makkah,37.2,3189,4936,223,14911,36.9
2023-10-25,Riyadh,50.6,4629,5322,281,21449,57.0
2023-10-26,Dammam,42.0,3543,4715,223,17599,44.2
2023-10-26,Jeddah,49.8,4611,6378,283,19425,55.0
2023-10-26,Madinah,36.5,3305,,196,16468,41.7
2023-10-26,Makkah,45.1,3715,5277,227,19881,50.8
2023-10-26,Riyadh,63.7,6120,5824,288,25450,67.1
2023-10-27,Dammam,41.2,3762,4724,214,16742,46.7
2023-10-27,Jeddah,55.3,4688,5527,248,22823,58.2
2023-10-27,Madinah,36.1,3248,4368,177,14544,39.1
2023-10-27,Makkah,43.8,3651,5702,217,19455,50.6
2023-10-27,Riyadh,58.5,5111,6396,286,25849,65.7
2023-10-28,Dammam,,3611,3727,204,,34.2
2023-10-28,Jeddah,47.0,4226,5607,240,,44.4
2023-10-28,Madinah,33.1,2642,3539,187,12728,33.7
2023-10-28,Makkah,34.9,,4286,231,16299,39.3
2023-10-28,Riyadh,44.5,4285,5842,304,18369,56.7
2023-10-29,Dammam,35.7,3144,4076,217,15088,39.3
2023-10-29,Jeddah,36.9,3825,5206,252,19176,49.9
2023-10-29,Madinah,31.2,2893,3593,,13448,32.5
2023-10-29,Makkah,37.3,3261,4214,222,16639,38.8
2023-10-29,Riyadh,51.8,4871,5248,294,22471,60.3
2023-10-30,Dammam,32.4,2998,4106,196,14655,38.2
2023-10-30,Jeddah,40.6,4266,4932,258,19547,
2023-10-30,Madinah,29.8,2840,3339,185,13640,32.8
2023-10-30,Makkah,38.1,3279,4556,231,16485,42.3
2023-10-30,Riyadh,53.4,4075,6113,306,22599,
2023-10-31,Dammam,34.4,3236,4267,217,14103,36.9
2023-10-31,Jeddah,42.3,4187,5528,258,17976,45.2
2023-10-31,Madinah,29.9,2829,4007,162,12676,32.6
2023-10-31,Makkah,39.9,3465,,241,14994,
2023-10-31,Riyadh,53.4,4775,6567,274,20942,52.8
2023-11-01,Dammam,36.0,3079,4111,198,14047,40.4
2023-11-01,Jeddah,45.5,3787,5049,247,18563,47.2
2023-11-01,Madinah,30.3,2832,3700,,13929,35.5
2023-11-01,Makkah,33.6,3456,4619,237,14740,
2023-11-01,Riyadh,48.4,4458,6195,301,20238,59.9
2023-11-02,Dammam,43.1,3707,4819,205,15332,
2023-11-02,Jeddah,50.4,4862,5890,260,22027,55.7
2023-11-02,Madinah,33.6,3442,4416,190,13921,45.0
2023-11-02,Makkah,45.5,4205,5328,218,19018,56.5
2023-11-02,Riyadh,55.7,5167,7898,289,24446,58.4
2023-11-03,Dammam,,,4350,202,17658,46.4
2023-11-03,Jeddah,44.9,4703,5919,236,20308,57.9
2023-11-03,Madinah,35.1,3120,4212,196,16815,38.0
2023-11-03,Makkah,42.0,4080,4863,210,16831,52.3
2023-11-03,Riyadh,62.5,5278,7671,295,27654,65.5
2023-11-04,Dammam,36.0,3204,3944,209,13721,39.0
2023-11-04,Jeddah,38.9,3997,5279,254,16922,49.5
2023-11-04,Madinah,31.7,2572,3628,180,12491,35.0
2023-11-04,Makkah,37.7,3615,4880,243,16408,39.8
2023-11-04,Riyadh,54.4,4518,6258,308,19818,52.5
2023-11-05,Dammam,35.9,2848,3915,198,17180,36.5
2023-11-05,Jeddah,43.5,4498,5100,258,18872,50.5
2023-11-05,Madinah,29.6,2766,,158,13641,37.8
2023-11-05,Makkah,37.1,3945,4520,,16363,37.1
2023-11-05,Riyadh,47.8,5075,5788,325,21118,51.5
2023-11-06,Dammam,34.6,3248,3772,211,14347,38.0
2023-11-06,Jeddah,44.2,,4977,248,,45.8
2023-11-06,Madinah,27.9,2874,3523,187,,32.9
2023-11-06,Makkah,35.5,,4611,225,15532,39.7
2023-11-06,Riyadh,45.9,4493,6356,310,18984,54.6
2023-11-07,Dammam,31.6,3230,4245,210,14811,37.6
2023-11-07,Jeddah,42.2,4530,4834,241,17790,47.4
2023-11-07,Madinah,34.5,2993,3915,188,12377,35.1
2023-11-07,Makkah,34.7,3398,4518,207,15349,41.0
2023-11-07,Riyadh,46.8,4477,5956,261,20960,
2023-11-08,Dammam,33.1,3131,4056,176,14573,38.8
2023-11-08,Jeddah,42.6,3939,6107,249,16725,48.5
2023-11-08,Madinah,29.8,,3547,155,12744,36.2
2023-11-08,Makkah,39.3,3424,4681,240,16024,42.1
2023-11-08,Riyadh,53.4,4250,5858,294,21409,58.4
2023-11-09,Dammam,39.9,,4391,193,16409,49.5
2023-11-09,Jeddah,47.7,4667,6135,265,20456,
2023-11-09,Madinah,33.7,3114,3968,186,14240,42.3
2023-11-09,Makkah,46.2,3917,5403,209,18281,43.0
2023-11-09,Riyadh,60.8,5243,6556,287,24373,59.9
2023-11-10,Dammam,38.5,4083,4745,207,16541,42.9
2023-11-10,Jeddah,52.8,4328,6384,253,22278,57.0
2023-11-10,Madinah,37.1,2895,4031,176,14242,38.2
2023-11-10,Makkah,43.5,3874,5140,220,17723,51.1
2023-11-10,Riyadh,59.6,5401,7362,295,23366,62.7
2023-11-11,Dammam,35.0,2947,4334,203,14850,39.1
2023-11-11,Jeddah,45.1,3813,5137,242,17885,49.7
2023-11-11,Madinah,34.3,2768,3523,200,11478,36.3
2023-11-11,Makkah,35.6,,4179,213,14371,37.1
2023-11-11,Riyadh,50.8,4642,5262,268,20986,53.5
2023-11-12,Dammam,32.6,3033,3987,191,15782,33.3
2023-11-12,Jeddah,42.6,3779,5131,240,17297,47.1
2023-11-12,Madinah,31.5,2886,3521,169,13052,34.9
2023-11-12,Makkah,,3516,4320,216,15626,41.0
2023-11-12,Riyadh,49.6,4470,5741,285,22509,57.8
2023-11-13,Dammam,31.3,2929,4055,211,15082,40.0
2023-11-13,Jeddah,42.7,4381,5693,279,19043,49.1
2023-11-13,Madinah,29.4,2821,3328,177,11692,29.1
2023-11-13,Makkah,,3667,,190,16427,40.3
2023-11-13,Riyadh,51.1,4356,6685,,22936,51.8
2023-11-14,Dammam,34.9,,4242,204,14684,36.8
2023-11-14,Jeddah,38.1,3789,4849,234,18286,49.0
2023-11-14,Madinah,29.5,2963,3752,190,13262,33.0
2023-11-14,Makkah,37.8,3462,4093,209,16472,37.6
2023-11-14,Riyadh,46.7,4897,5859,304,20496,55.7
2023-11-15,Dammam,36.6,,4101,229,14524,38.6
2023-11-15,Jeddah,,4102,4899,284,17792,46.6
2023-11-15,Madinah,31.5,2951,3534,180,12744,34.6
2023-11-15,Makkah,35.3,3187,4302,247,16328,42.1
2023-11-15,Riyadh,43.6,5056,6097,275,20784,52.3
2023-11-16,Dammam,40.4,3789,5022,205,17469,45.4
2023-11-16,Jeddah,47.1,4612,5535,265,19450,49.7
2023-11-16,Madinah,36.9,3185,4375,198,14661,41.4
2023-11-16,Makkah,43.7,4311,5078,205,19688,50.9
2023-11-16,Riyadh,54.2,4894,6555,297,22734,67.1
2023-11-17,Dammam,41.3,3643,5125,204,16709,46.4
2023-11-17,Jeddah,48.4,5245,6056,268,22161,57.4
2023-11-17,Madinah,33.5,,4253,185,15577,37.0
2023-11-17,Makkah,43.0,4076,4882,194,15845,43.9
2023-11-17,Riyadh,52.9,5013,7260,302,23822,60.0
2023-11-18,Dammam,32.2,3163,4293,204,,33.4
2023-11-18,Jeddah,41.5,4322,4634,262,18977,47.7
2023-11-18,Madinah,30.2,2754,4023,177,12551,32.8
2023-11-18,Makkah,37.2,2978,4644,207,16531,43.2
2023-11-18,Riyadh,54.3,4466,5600,288,20945,55.5
2023-11-19,Dammam,35.9,3025,4353,199,14300,41.5
2023-11-19,Jeddah,45.1,4511,4598,225,,44.8
2023-11-19,Madinah,28.6,2768,3425,172,10843,35.2
2023-11-19,Makkah,38.2,3241,3630,238,15358,41.4
2023-11-19,Riyadh,,4499,5754,243,19311,58.5
2023-11-20,Dammam,34.2,3114,4256,205,14183,37.6
2023-11-20,Jeddah,46.8,4457,4786,239,17834,50.0
2023-11-20,Madinah,29.4,3110,3412,,12956,34.4
2023-11-20,Makkah,,3572,4349,217,15444,43.0
2023-11-20,Riyadh,,4280,6208,286,20057,51.0
2023-11-21,Dammam,35.4,3231,3996,213,,
2023-11-21,Jeddah,40.5,3992,5273,235,15617,51.3
2023-11-21,Madinah,29.9,2853,3321,173,12057,33.1
2023-11-21,Makkah,35.3,3609,4283,209,16224,43.1
2023-11-21,Riyadh,47.4,5381,5957,312,21358,55.4
2023-11-22,Dammam,29.3,2974,3703,212,13867,36.7
2023-11-22,Jeddah,42.2,3695,4820,262,17906,48.1
2023-11-22,Madinah,30.2,2619,3579,180,13321,29.8
2023-11-22,Makkah,36.6,3612,4581,229,14739,39.9
2023-11-22,Riyadh,50.9,4290,6046,304,,61.3
2023-11-23,Dammam,38.4,3386,4978,205,18044,48.3
2023-11-23,Jeddah,52.6,4798,5704,256,23339,58.5
2023-11-23,Madinah,35.9,3285,3859,,15072,39.7
2023-11-23,Makkah,41.2,3981,4864,194,17928,50.4
2023-11-23,Riyadh,56.3,5328,7576,301,23527,61.3
2023-11-24,Dammam,41.9,3476,4982,186,17906,42.0
2023-11-24,Jeddah,49.6,4698,6291,266,23746,55.7
2023-11-24,Madinah,35.5,3039,4037,181,13933,34.5
2023-11-24,Makkah,39.7,4116,5362,239,17856,46.6
2023-11-24,Riyadh,56.0,5203,7075,296,21579,65.3
2023-11-25,Dammam,31.4,2829,4009,200,16265,
2023-11-25,Jeddah,42.3,3979,4726,260,19041,47.9
2023-11-25,Madinah,28.5,2782,3539,169,13799,34.8
2023-11-25,Makkah,33.1,,4228,254,14301,44.5
2023-11-25,Riyadh,44.3,4510,5385,307,21594,56.4
2023-11-26,Dammam,31.1,3193,3566,190,14582,35.3
2023-11-26,Jeddah,43.0,3752,,276,17473,45.6
2023-11-26,Madinah,33.6,2876,3650,183,14170,36.6
2023-11-26,Makkah,37.8,3499,4584,214,14746,39.0
2023-11-26,Riyadh,,4837,5509,,20819,51.7
2023-11-27,Dammam,33.3,3084,4116,199,14514,34.9
2023-11-27,Jeddah,44.1,3867,5508,239,17774,48.3
2023-11-27,Madinah,29.1,2735,3594,191,12652,35.0
2023-11-27,Makkah,39.2,2983,4177,235,13447,45.8
2023-11-27,Riyadh,43.8,4560,6432,286,,51.9
2023-11-28,Dammam,33.3,3124,4218,221,15467,36.3
2023-11-28,Jeddah,42.0,3814,5346,225,17416,50.0
2023-11-28,Madinah,29.3,,3806,184,12559,34.2
2023-11-28,Makkah,32.4,3379,,211,14676,43.4
2023-11-28,Riyadh,51.5,4914,5886,279,19080,52.0
2023-11-29,Dammam,37.8,3304,4157,202,12910,36.0
2023-11-29,Jeddah,42.0,4102,5753,242,18111,52.3
2023-11-29,Madinah,26.2,2853,3594,182,12457,35.0
2023-11-29,Makkah,38.9,3271,4281,220,15302,39.6
2023-11-29,Riyadh,53.2,4716,5752,298,20801,58.7
2023-11-30,Dammam,39.0,3349,5586,210,18327,43.7
2023-11-30,Jeddah,47.3,4175,6041,261,24025,54.0
2023-11-30,Madinah,38.1,3340,4088,170,,44.1
2023-11-30,Makkah,42.3,3914,4430,207,18190,48.9
2023-11-30,Riyadh,54.5,5770,7182,307,23974,55.4
2023-12-01,Dammam,39.4,3491,4656,206,15005,47.1
2023-12-01,Jeddah,53.5,4342,5995,,23467,58.3
2023-12-01,Madinah,34.3,3214,4239,157,15388,36.8
2023-12-01,Makkah,45.6,3953,5253,230,18978,48.8
2023-12-01,Riyadh,58.2,5293,7518,300,24992,59.7
2023-12-02,Dammam,32.3,3014,4135,206,14426,40.9
2023-12-02,Jeddah,43.2,4021,4849,273,18169,50.2
2023-12-02,Madinah,33.1,2683,3517,195,12182,33.4
2023-12-02,Makkah,33.0,3383,3994,240,15729,44.5
2023-12-02,Riyadh,49.2,4494,5688,259,21181,55.1
2023-12-03,Dammam,34.6,3325,,197,15759,37.6
2023-12-03,Jeddah,42.6,4115,5658,287,18361,52.5
2023-12-03,Madinah,27.7,2997,3753,184,12090,
2023-12-03,Makkah,35.1,3193,4589,227,16194,41.2
2023-12-03,Riyadh,47.6,4195,6516,,20140,50.0
2023-12-04,Dammam,37.7,2883,4440,191,,36.0
2023-12-04,Jeddah,45.0,4025,,252,19620,48.5
2023-12-04,Madinah,31.0,2818,,191,12123,30.1
